statement,label
"In 2010, everybody said you cant dare let guns go into the national parks, and of course the rapes, murders, robberies and assaults are down about 85 percent since we did that.",0
On gun policy,0
"For the last decade, funding in the health and human services budget has grown at twice the rate as other parts of the budget, and I think that context is important.",1
Bill Clinton's peace dividend . . . cut the military 25 and 30 percent.,0
"ISIS camp a few miles from Texas, Mexican authorities confirm.",0
The president said he was going to create daylight between ourselves and Israel.,1
Says Gov. Scott Walker is openly backing a move to abolish the state retirement system and convert it to a 401(k)-style plan that will reduce pensions by at least a third for current and retired public employees,0
"Every illegal immigrant can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in.",0
"Thanks to restrictive and anticompetitive ballot laws, candidates in November 2014 ran unopposed in nearly half of Wisconsins state representative races but in Michigan and Minnesota nearly all races had challengers.",0
"You know, Iowans are going through really tough times right now, and I think these are going to be some of the most consequential times of our life, with the pandemic, the recent derecho, farm bankruptcies at an eight-year high...",1
The No. 1 cause of childhood deaths is preventable accidents.,1
"At the end of the day, Governor Evers introduced the budget, Democrats and Republicans both voted for it, and Evers signed into law. Bipartisan agreement on anything, especially this day and age, seems to align with the idea of bringing people together. The final vote tally speaks for itself. Evers brought Republicans and Democrats together to cut income taxes for the middle class.",0
"Janice Hahn hired hard-core gang members with taxpayer money to be gang-intervention specialists. She even helped them get out of jail, so they could rape and kill again.",0
Says Obama flip-flopped on banning handguns.,0
Gov. Bob McDonnell in 2010 did not even create enough jobs to keep pace with population growth in Virginia.,0
"Whether you like to admit it or not, half our general revenue goes to education.",1
"Its commercial vehicles, 18 wheelers and above that cause 90 plus percent of the damages on our highways and bridges.",0
"Georgia Secretary of State Brian Kemp is a ""career politician.""",0
"At nearly 19 million people, the population of Florida is larger than all the earlier primary and caucus states combined.",1
"About halfway through fiscal year 2009, Washington has run out of money.",1
"During the spring election of 2020, the City of Milwaukee reduced the number of active polling locations from 180 to five. The site closures came days before the election and was done without proper notice to voters. The fact that the city of Milwaukee, our state's largest municipality of nearly 600,000 people was limited to only five polling places made absolutely no sense, even in the middle of a pandemic. Especially considering smaller municipalities like Madison had 66. That math just doesnâ't add up. The time frame did not allow for postcards to be mailed to registered voters to tell them where their new polling locations would be. Some voters were turned away from the listed polling locations and told to go elsewhere. I received several calls from impacted constituents (and my uncle was sent to two different polling places on Election Day).",1
Abraham Lincoln (once) jumped out of a window in the Illinois Legislature in order to deny a quorum.,1
We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.,1
"Florida's legal challenge of the federal health care bill is ""bipartisan.""",0
"Even members of the NRA, when they were polled recently, were under the impression that everyone has a criminal background check.",1
"This is the post-Obama phone era, this is the era where people are given smartphones when they cross the border and enter our country. So, there's a tremendous amount of information that everybody has, but of course not everybody has a cellphone, not everyone has the ability to look up that information on a website. This is the era where people are given smartphones when they cross the border and enter our country.",0
